1stFlrSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,TotalBsmtSF_binary,GarageArea_binary,OpenPorchSF_binary
1053,750,1998,1053,8973,5,1008,1958,150000,1,1,1
1593,682,2001,1593,4923,8,1593,2001,286000,1,1,1
1214,318,1967,1214,10355,5,1214,1967,143000,1,1,1
816,264,1982,816,6600,5,816,1982,130500,1,1,0
1535,400,1979,1535,7018,5,0,1979,118858,0,1,0
1360,795,1918,3112,25419,8,1360,1918,235000,1,1,1
1079,685,2006,1919,15611,8,1079,2006,233230,1,1,1
1097,672,1995,1097,10859,5,1097,1994,145000,1,1,1
983,423,1989,1750,12508,6,983,1940,160000,1,1,0
483,288,1972,987,1680,6,483,1972,94500,1,1,0
981,576,1979,981,10530,6,981,1971,143250,1,1,1
1700,447,1959,1700,10552,5,1398,1959,165500,1,1,1
816,308,1957,816,7100,5,816,1957,129900,1,1,0
944,622,2001,1840,12420,7,944,2001,230000,1,1,1
1291,576,1973,2521,3964,6,942,1973,151400,1,1,1
1002,902,1973,1002,8750,5,1002,1970,148500,1,1,0
841,294,1950,841,8400,4,721,1950,82000,1,1,0
996,564,1992,996,9069,6,936,1992,147000,1,1,0
1713,856,2004,1713,9591,8,1713,2004,274900,1,1,1
1412,576,1988,1412,11457,6,1392,1988,175000,1,1,0
1236,923,1957,1236,7407,6,912,1957,149700,1,1,1
1040,648,1963,1040,25286,4,1064,1963,132250,1,1,0
1616,608,1995,1616,5389,8,1595,1995,236500,1,1,1
1414,601,1990,1414,11029,6,1184,1958,176500,1,1,1
975,576,1997,1950,7399,7,975,1997,239000,1,1,1
1086,490,1989,1086,10200,5,1086,1954,144900,1,1,0
1072,528,1923,1576,21384,5,1324,1923,223500,1,1,1
768,624,1987,768,7244,5,768,1970,129500,1,1,0
1381,676,1972,1381,9360,6,1161,1972,197500,1,1,0
1284,647,2002,2169,9375,8,1284,2002,228500,1,1,1
720,287,1955,720,6627,3,0,1949,72500,0,1,0
1584,520,1920,2792,10440,6,1510,1920,256000,1,1,1
936,576,1974,936,6000,4,936,1953,93000,1,1,1
1181,588,1974,1181,10012,4,1138,1972,137500,1,1,0
1689,954,2007,1689,9849,7,1689,2007,248328,1,1,1
948,280,1956,948,8190,4,948,1954,119000,1,1,1
756,440,2000,1512,2117,6,756,2000,168500,1,1,1
894,450,1968,894,8724,5,894,1968,129000,1,1,0
932,644,2009,1852,8640,7,900,2009,252678,1,1,1
845,290,1957,845,11500,4,0,1957,84000,0,1,0
774,0,0,774,4270,3,544,1931,79000,1,0,0
2053,666,1996,3238,14720,8,2033,1995,410000,1,1,1
1232,632,2007,1232,7314,7,1232,2007,194500,1,1,0
1164,528,1969,1164,9600,7,1164,1969,140000,1,1,0
912,160,1957,1248,9439,5,912,1930,87000,1,1,0
1687,572,1966,1687,57200,5,747,1948,160000,1,1,0
860,440,2002,1960,7851,6,860,2002,216500,1,1,1
546,286,1970,1092,2217,4,546,1970,88000,1,1,0
894,400,1999,894,9450,4,894,1954,110000,1,1,0
1479,558,2003,1479,10665,7,1453,2003,226000,1,1,1
1060,270,1968,1060,8246,5,1060,1968,154000,1,1,1
1436,484,2004,1436,8450,7,1436,2004,210000,1,1,1
1044,504,1952,1044,8712,5,540,1952,55993,1,1,0
880,320,1914,1768,10800,7,880,1914,163000,1,1,1
816,432,2002,816,5890,6,816,1930,120500,1,1,0
774,400,2000,1430,7750,7,384,2000,180000,1,1,0
1867,303,1955,1867,10708,5,1617,1955,190000,1,1,0
1500,648,2006,1500,4045,7,1356,2006,246578,1,1,1
1100,312,1960,1100,12493,4,1100,1960,141000,1,1,0
816,264,1982,816,8314,5,816,1982,124500,1,1,0
1328,308,1959,1328,16905,5,1350,1959,170000,1,1,1
1728,842,2008,2296,13478,10,1722,2008,451950,1,1,1
864,572,1957,864,8172,5,864,1955,115000,1,1,0
1266,453,2005,1266,7500,7,1257,2005,176000,1,1,1
858,0,0,858,8125,4,858,1971,88000,1,0,0
832,506,1993,1710,9291,6,832,1993,187000,1,1,1
772,264,1979,1123,6060,4,732,1939,100000,1,1,0
953,460,1999,1647,7917,6,953,1999,175000,1,1,1
874,288,1968,874,9858,5,864,1968,130000,1,1,0
1788,522,2001,1788,11838,8,1753,2001,236500,1,1,1
1839,416,1957,1839,14442,6,1477,1957,257500,1,1,1
1088,484,1976,1868,10304,5,780,1976,197500,1,1,1
1712,588,2005,1712,8393,5,1626,1959,145000,1,1,1
561,462,1980,1229,1300,6,561,1980,124000,1,1,0
1600,890,2007,1600,14230,8,1566,2007,256300,1,1,1
916,460,1997,1600,8773,6,916,1997,169000,1,1,1
896,240,1936,1344,6240,5,896,1936,115000,1,1,1
1126,540,1977,1126,15611,5,1126,1977,175000,1,1,0
923,264,1984,923,6951,5,876,1984,119500,1,1,0
616,205,1921,616,6000,5,616,1921,89000,1,1,0
1800,0,0,1800,8000,5,1800,1961,141000,1,0,0
1505,505,1953,1505,12160,6,1505,1953,149500,1,1,0
1647,621,1977,1647,12984,5,1430,1977,217500,1,1,0
1132,451,2005,1132,7024,4,1132,2005,176000,1,1,1
928,470,1997,1764,15426,6,928,1997,231500,1,1,1
1088,240,1945,1529,8405,4,0,1945,98000,0,1,0
1699,336,1969,2447,9638,6,804,1919,169000,1,1,0
1504,457,2005,1504,3182,7,1346,2005,181000,1,1,0
1163,220,1955,1163,5820,3,1162,1955,126175,1,1,1
769,440,2000,1525,2117,6,756,2000,177000,1,1,0
935,288,1965,935,13526,5,935,1965,137000,1,1,0
813,270,1932,813,5684,6,813,1930,110000,1,1,1
1112,230,1948,2008,7800,5,896,1948,225000,1,1,0
1532,514,1990,2329,11839,7,1475,1990,262280,1,1,1
910,282,1950,1558,13710,5,910,1950,152000,1,1,0
832,528,1976,1664,10140,7,832,1976,162900,1,1,1
2110,522,1968,2110,11160,7,2110,1968,244000,1,1,0
905,684,1997,1786,9337,6,824,1997,204750,1,1,1
925,336,1977,1475,2665,5,757,1977,127000,1,1,1
811,256,1954,1387,6000,5,811,1954,93000,1,1,0
976,380,2004,1708,3363,7,976,2004,130000,1,1,1
1085,440,1962,1734,9786,6,912,1962,159000,1,1,0
1766,520,1970,2414,10800,5,954,1900,160000,1,1,0
933,493,1994,1908,8750,7,915,1994,210000,1,1,1
1283,506,1980,1283,7763,5,931,1962,140000,1,1,0
1212,573,2001,1212,9100,7,1212,2001,178000,1,1,0
952,672,1978,1548,7264,7,952,1925,205000,1,1,0
980,384,1967,980,9750,5,980,1967,135500,1,1,0
1811,470,1956,1811,14115,6,1073,1956,230000,1,1,0
1056,384,1966,1056,8900,4,1056,1966,107000,1,1,1
1234,484,2007,1234,11049,8,1234,2007,179900,1,1,1
630,440,1970,1302,2016,5,630,1970,106000,1,1,0
1035,0,0,1406,7920,6,319,1920,89500,1,0,1
858,576,1983,858,7252,5,858,1982,134900,1,1,0
1182,736,2005,2324,11924,9,1175,2005,345000,1,1,1
910,414,1953,910,8892,5,105,1953,116000,1,1,0
798,442,1964,1611,9760,6,780,1964,167900,1,1,1
684,400,2005,1560,11911,6,684,2005,174000,1,1,1
2020,630,1977,2020,8400,5,0,1977,144000,0,1,0
1338,582,2001,1338,4920,8,1338,2001,213500,1,1,0
1188,312,1962,1188,26142,5,1188,1962,157900,1,1,1
1459,527,2002,1459,8749,7,1459,2002,192000,1,1,1
1306,533,1996,2260,14000,7,1306,1996,328000,1,1,1
1430,605,2001,1430,16285,7,1413,2001,187100,1,1,1
996,0,0,996,13907,5,996,1940,108000,1,0,0
1092,504,1964,1092,8250,6,1092,1964,145000,1,1,0
625,625,2006,1250,4017,7,625,2006,171900,1,1,1
864,572,2004,1728,9313,7,864,2004,190000,1,1,1
924,280,1981,924,7990,5,924,1975,110000,1,1,0
1199,530,1993,1199,7892,6,1199,1993,153900,1,1,1
948,300,1968,948,8978,5,948,1968,108000,1,1,0
925,429,1965,925,9100,5,925,1965,117500,1,1,0
835,366,1920,835,10625,5,458,1920,83000,1,1,0
1580,610,2004,2466,11143,8,1580,2004,340000,1,1,1
1216,487,1966,2157,14200,7,924,1966,226000,1,1,1
1060,572,1976,1060,4224,5,1040,1976,129900,1,1,1
2633,804,2001,2633,11400,10,2633,2001,466500,1,1,1
1048,280,1922,1048,6380,5,993,1922,113000,1,1,0
953,460,2000,1664,8121,6,953,2000,172400,1,1,1
784,360,1950,784,9000,6,784,1928,76000,1,1,0
1279,473,1980,1279,10125,6,1196,1977,171500,1,1,1
1229,284,1956,1229,17140,4,1134,1956,135000,1,1,0
1268,244,1954,1268,7800,5,1268,1954,132000,1,1,1
1428,480,2007,1428,11639,7,1428,2007,182000,1,1,1
1125,352,1977,1125,7200,6,1041,1976,125000,1,1,0
1008,275,1954,1008,11425,5,1008,1954,137000,1,1,0
1630,860,2008,1630,10226,8,1622,2008,295493,1,1,1
864,673,2003,1728,8791,6,864,2003,207500,1,1,1
1211,322,1968,1211,8250,5,952,1968,134000,1,1,1
1040,286,1959,1040,7560,5,1040,1959,133700,1,1,0
1707,511,1981,1707,16669,8,1686,1981,228000,1,1,1
955,462,1998,1632,9084,7,935,1998,176500,1,1,1
1392,528,1957,1392,11341,5,1392,1957,121500,1,1,0
1319,270,1953,1319,10634,5,608,1953,123000,1,1,0
742,390,2005,1484,12589,6,742,2005,174000,1,1,1
971,300,1969,971,9920,5,971,1969,128500,1,1,0
1062,539,1976,1062,11333,6,1029,1976,146800,1,1,0
980,0,0,980,9400,6,945,1975,127500,1,0,0
1405,478,2003,1405,3136,7,1405,2003,171750,1,1,1
959,472,2000,1671,10852,6,959,2000,173000,1,1,1
1074,495,1975,1074,10140,5,1056,1975,153500,1,1,1
1547,672,1979,2320,14762,5,0,1948,169000,0,1,1
918,264,1979,918,7892,6,918,1979,99500,1,1,0
1437,528,1976,1437,10768,5,1437,1976,218000,1,1,1
1069,440,1977,1069,4043,6,1069,1977,127500,1,1,1
829,441,1968,1556,11700,6,727,1968,154000,1,1,0
824,510,2002,1894,11316,7,817,2002,214900,1,1,1
1973,895,2006,1973,14226,8,1935,2006,395000,1,1,1
1898,564,1961,2978,11275,7,710,1967,242000,1,1,0
848,420,2004,848,4438,6,848,2004,149000,1,1,0
804,400,1995,1474,8530,7,384,1995,168500,1,1,1
1056,260,1954,1056,9250,5,1056,1954,139400,1,1,0
902,484,1983,902,8885,5,864,1983,131000,1,1,0
1032,564,1978,1032,10395,6,1032,1978,148000,1,1,0
1077,338,1920,1077,8967,5,961,1920,67000,1,1,0
1235,480,1961,1235,8500,5,1235,1961,98600,1,1,0
1442,719,1990,1442,10357,7,910,1990,179900,1,1,1
483,264,1971,987,1680,6,483,1971,85400,1,1,0
1004,504,1977,1004,10530,6,975,1977,135000,1,1,0
1006,0,0,1006,9000,5,1006,1959,80000,1,0,1
936,0,0,1716,5687,5,780,1912,135900,1,0,1
860,565,2004,1720,11645,7,860,2004,196500,1,1,1
960,308,1997,960,6000,4,960,1920,108500,1,1,0
1604,660,2006,1604,8814,7,1604,2006,220000,1,1,1
2217,621,1970,2217,15865,8,2217,1970,268000,1,1,1
1844,540,1969,1844,16381,6,1844,1969,223000,1,1,1
799,380,1993,1571,7837,6,799,1993,178000,1,1,1
1479,577,1999,1479,9382,7,1468,1999,191000,1,1,1
1619,529,1965,1786,164660,5,1499,1965,228950,1,1,0
1632,338,1958,1632,9600,6,1240,1958,139000,1,1,0
866,578,2007,1768,10769,8,866,2007,212000,1,1,1
1096,299,1969,1096,15870,5,1096,1969,138800,1,1,1
1236,542,1986,2093,20544,7,791,1986,215000,1,1,1
660,453,1966,1348,7590,6,660,1966,155000,1,1,1
728,410,2005,1456,8199,7,728,2005,189000,1,1,1
1600,319,1957,1600,16321,5,1484,1957,207500,1,1,1
1700,544,2003,1700,9135,6,1682,2003,200000,1,1,1
808,389,1993,1593,9636,6,808,1992,178000,1,1,1
1363,288,1951,1363,14559,5,1008,1951,164900,1,1,1
855,440,1978,1441,2289,6,855,1978,148500,1,1,0
1710,866,2007,1710,13891,8,1710,2007,372402,1,1,1
1222,463,1994,2110,8880,7,948,1994,205000,1,1,1
725,475,1976,1479,13517,6,725,1976,130500,1,1,1
767,367,1998,767,4058,7,723,1998,133000,1,1,1
664,426,2006,1496,17104,7,654,2006,179665,1,1,1
1567,648,2006,1567,3982,8,1520,2006,264561,1,1,0
1148,308,1952,1148,6420,5,980,1952,123500,1,1,0
1120,753,2006,1970,11065,8,1085,2006,281000,1,1,1
1453,750,1990,2810,9572,8,1453,1990,302000,1,1,0
1470,696,1998,2630,9200,8,1470,1998,315000,1,1,1
1105,480,1960,2274,11600,5,1105,1960,154300,1,1,0
1261,433,1958,1261,9120,6,1261,1958,163000,1,1,0
1486,480,1968,1486,9937,5,1486,1964,167000,1,1,0
773,240,1953,773,7677,5,773,1953,110000,1,1,0
1537,462,1962,1537,8400,6,1319,1962,174000,1,1,1
866,546,1998,1779,10400,7,866,1998,197900,1,1,1
1225,0,0,1225,9320,4,950,1959,128950,1,0,0
848,420,2003,848,4435,6,848,2003,131500,1,1,0
780,198,1937,1376,8600,6,780,1937,119500,1,1,0
742,440,1999,1471,3230,6,729,1999,172500,1,1,1
869,0,0,869,5900,4,440,1923,85500,1,0,0
729,440,1999,1458,3230,6,729,1999,176000,1,1,1
894,440,1974,894,13350,5,864,1974,142500,1,1,0
885,427,1998,1718,10141,7,832,1998,185000,1,1,1
1701,611,1975,1701,16647,5,1390,1975,171000,1,1,0
864,576,1980,864,12735,4,864,1972,111250,1,1,0
1094,512,1976,1855,9600,6,528,1976,187000,1,1,1
1651,616,1986,1651,12416,6,1606,1986,184000,1,1,0
612,528,2009,1224,3951,6,612,2009,164500,1,1,1
928,288,1957,928,6000,5,928,1957,112500,1,1,0
372,0,0,1092,5600,4,0,1930,55000,0,0,0
832,546,1925,1641,9600,7,728,1925,178000,1,1,0
708,776,1968,1416,11700,6,708,1968,179900,1,1,1
1058,736,2003,1904,10927,8,1058,2005,275000,1,1,1
936,308,1956,936,5868,5,936,1956,129000,1,1,0
716,452,1980,1556,1950,6,716,1980,151000,1,1,0
864,400,1951,864,19138,4,864,1951,141000,1,1,0
1654,900,2002,1654,8125,7,1654,2002,230000,1,1,1
1416,576,2007,1416,25339,5,816,1918,112000,1,1,0
1268,856,1999,2365,9430,8,1252,1999,337000,1,1,1
1067,436,1996,1067,9600,4,1067,1950,128000,1,1,0
1318,539,1978,1902,8930,6,0,1978,112000,0,1,0
1557,420,2003,1557,3196,7,1374,2003,234000,1,1,1
1195,486,1998,1839,16770,7,1195,1998,221000,1,1,1
